學年度,學期,學校,,,系所名稱,學制,對方學校（機構）國別(地區),對方學校(機構)名稱,,本國學生出國進修、交流人數,,
,,設立別,類別,名稱,,,,中文名稱,英文名稱,小計,男,女
102,1,私立,一般大學,靜宜大學,日本語文學系,學士班(日間),日本,山口大學,Yamaguchi University,3,3,0
102,1,私立,一般大學,靜宜大學,日本語文學系,學士班(日間),日本,日本大學,Nihon University,1,0,1
102,1,私立,一般大學,靜宜大學,日本語文學系,學士班(日間),日本,仙台白百合女子大學,Sendai Shirayuri Women's College,1,0,1
102,1,私立,一般大學,靜宜大學,日本語文學系,學士班(日間),日本,同志社大學,Doshisha University,2,1,1
102,1,私立,一般大學,靜宜大學,日本語文學系,學士班(日間),日本,新潟大學,Niigata University,1,1,0
102,1,私立,一般大學,靜宜大學,日本語文學系,學士班(日間),日本,關西大學,Kansai University,4,1,3
102,1,私立,一般大學,靜宜大學,日本語文學系,學士班(日間),日本,櫻美林大學,J.F. Oberlin University,1,1,0
102,1,私立,一般大學,靜宜大學,西班牙語文學系,學士班(日間),西班牙王國,瓦拉多利大學,Universidad de Valladolid,9,2,7
102,1,私立,一般大學,靜宜大學,西班牙語文學系,學士班(日間),西班牙王國,雷昂大學,Universidad de Leon,2,0,2
102,1,私立,一般大學,靜宜大學,西班牙語文學系,學士班(日間),西班牙王國,薩拉曼加大學,Universidad de Salamanca,9,2,7
102,1,私立,一般大學,靜宜大學,西班牙語文學系,學士班(日間),美國,美國聖瑪利森林學院,Saint Mary-of-the-Woods College,1,0,1
102,1,私立,一般大學,靜宜大學,英國語文學系,學士班(日間),大陸地區,上海財經大學,Shanghai University of Finance & Economics,2,2,0
102,1,私立,一般大學,靜宜大學,英國語文學系,學士班(日間),大韓民國(南韓),梨花女子大學,Ewha Womans University,1,0,1
102,1,私立,一般大學,靜宜大學,英國語文學系,學士班(日間),法國,里爾天主教大學,Universite Catholique de Lille,1,0,1
102,1,私立,一般大學,靜宜大學,英國語文學系,學士班(日間),美國,馬里蘭聖母大學,College of Notre Dame of Maryland,2,0,2
102,1,私立,一般大學,靜宜大學,英國語文學系,學士班(日間),美國,費律遜大學,Felician College,1,0,1
102,1,私立,一般大學,靜宜大學,英國語文學系,學士班(日間),美國,聖瑪利森林學院,Saint Mary-of-the-Woods College,1,0,1
102,1,私立,一般大學,靜宜大學,英國語文學系,學士班(日間),美國,蒙他拿大學,The University of Montana,2,0,2
102,1,私立,一般大學,靜宜大學,英國語文學系,學士班(日間),英國,諾桑比亞大學,The University of Northumbria at Newcastle,2,0,2
102,1,私立,一般大學,靜宜大學,英國語文學系,學士班(日間),荷蘭王國,方提斯國際商業學院,Fontys International Business School,1,0,1
102,1,私立,一般大學,靜宜大學,英國語文學系,學士班(日間),瑞士聯邦,伯恩大學,University of Bern,2,0,2
102,1,私立,一般大學,靜宜大學,英國語文學系,學士班(日間),瑞士聯邦,聖加倫應用科技大學,"FHS St. Gallen, University of Applied Sciences",1,0,1
102,1,私立,一般大學,靜宜大學,英國語文學系,學士班(日間),德意志聯邦共和國,多特蒙德大學,TU Dortmund University,1,0,1
102,1,私立,一般大學,靜宜大學,英國語文學系,學士班(日間),德意志聯邦共和國,雷根斯堡大學,The University of Regensburg,1,0,1
102,1,私立,一般大學,靜宜大學,英國語文學系,學士班(日間),德意志聯邦共和國,德和巴沃大學 (Mannheim),Duale Hochschule Baden-Wuerttemberg Mannheim,1,0,1
102,1,私立,一般大學,靜宜大學,大眾傳播學系,學士班(日間),大陸地區,中國傳媒大學,Communication University of China,1,0,1
102,1,私立,一般大學,靜宜大學,大眾傳播學系,學士班(日間),大韓民國(南韓),梨花女子大學,Ewha Womans University,1,0,1
102,1,私立,一般大學,靜宜大學,企業管理學系,學士班(日間),大陸地區,西北工業大學,Northwestern Polytechnical University,2,0,2
102,1,私立,一般大學,靜宜大學,企業管理學系,學士班(日間),大陸地區,廈門大學,Xiamen University,1,1,0
102,1,私立,一般大學,靜宜大學,企業管理學系,學士班(日間),美國,費律遜大學,Felician College,1,0,1
102,1,私立,一般大學,靜宜大學,國際企業學系,學士班(日間),大陸地區,南開大學,Nankai University,2,1,1
102,1,私立,一般大學,靜宜大學,國際企業學系,學士班(日間),大陸地區,華南理工大學,South China University of Technology,2,0,2
102,1,私立,一般大學,靜宜大學,國際企業學系,學士班(日間),瑞士聯邦,聖加倫應用科技大學,"FHS St. Gallen, University of Applied Sciences",1,0,1
102,1,私立,一般大學,靜宜大學,國際企業學系,學士班(日間),德意志聯邦共和國,卡爾國際大學,Karlshochschule International University,1,0,1
102,1,私立,一般大學,靜宜大學,國際企業學系,學士班(日間),德意志聯邦共和國,馬爾堡大學,University of Marburg,1,0,1
102,1,私立,一般大學,靜宜大學,企業管理學系,碩士班(日間),美國,馬里蘭聖母大學,College of Notre Dame of Maryland,1,0,1
102,1,私立,一般大學,靜宜大學,財務金融學系,學士班(日間),大陸地區,廈門大學,Xiamen University,1,0,1
102,1,私立,一般大學,靜宜大學,財務金融學系,學士班(日間),美國,費律遜大學,Felician College,2,0,2
102,1,私立,一般大學,靜宜大學,財務金融學系,學士班(日間),荷蘭王國,方提斯國際商業學院,Fontys International Business School,2,0,2
102,1,私立,一般大學,靜宜大學,財務與計算數學系,學士班(日間),美國,美國猶他大學,University of Utah,1,0,1
102,1,私立,一般大學,靜宜大學,資訊管理學系,學士班(日間),美國,猶他大學,University of Utah,1,0,1
102,1,私立,一般大學,靜宜大學,資訊工程學系,學士班(日間),大陸地區,中國傳媒大學,Communication University of China,1,0,1
102,1,私立,一般大學,靜宜大學,資訊工程學系,學士班(日間),大陸地區,南京大學,Nanjing University,1,0,1
102,1,私立,一般大學,靜宜大學,資訊工程學系,學士班(日間),美國,加州州立大學蒙特瑞灣分校,California State University Monterey Bay,1,1,0
102,1,私立,一般大學,靜宜大學,資訊工程學系,學士班(日間),美國,猶他大學,University of Utah,1,1,0
102,1,私立,一般大學,靜宜大學,觀光事業學系,學士班(日間),荷蘭王國,提歐應用科學大學,Tio University of Applied Sciences,3,1,2
102,1,私立,一般大學,靜宜大學,觀光事業學系,碩士班(日間),加拿大,勒吉納大學,University of Regina,1,0,1
102,1,私立,一般大學,靜宜大學,化粧品科學系,學士班(日間),日本,關西大學,Kansai University,1,0,1
102,1,私立,一般大學,靜宜大學,化粧品科學系,學士班(日間),荷蘭王國,格羅寧根漢斯大學,Hanze University of Applied Sciences Groningen,1,0,1
102,1,私立,一般大學,靜宜大學,化粧品科學系,學士班(日間),澳大利亞,澳洲天主教大學,Australian Catholic University,1,0,1
102,1,私立,一般大學,長庚大學,工商管理學系,學士班(日間),日本,立教大學,Rikkyo,1,0,1
102,1,私立,一般大學,長庚大學,工商管理學系,學士班(日間),美國,岡薩加大學,Gonzaga University,1,1,0
102,1,私立,一般大學,長庚大學,工商管理學系,碩士班(日間),法國,艾克斯馬賽大學,Aix-Marseille University,1,0,1
102,1,私立,一般大學,長庚大學,工商管理學系,碩士班(日間),美國,岡薩加大學,Gonzaga University,1,0,1
102,1,私立,一般大學,長庚大學,資訊管理學系,學士班(日間),法國,艾克斯馬賽大學,Aix-Marseille University,1,0,1
102,1,私立,一般大學,長庚大學,電子工程學系,學士班(日間),美國,明尼蘇達大學,University of Minnesota,1,0,1
102,1,私立,一般大學,長庚大學,光電工程研究所,碩士班(日間),美國,中央佛羅里達大學,Central Florida University,1,1,0
102,1,私立,一般大學,長庚大學,電子工程學系,博士班,美國,康乃狄克州立大學,Connecticut University,1,1,0
102,1,私立,一般大學,長庚大學,中醫學系,學士班(日間),波蘭共和國,,Medical University of Lodz,2,0,2
102,1,私立,一般大學,長庚大學,臨床醫學研究所,博士班,美國,邁阿密退伍軍人事務醫療中心,Veterans Affairs Medical Center of Miami,1,0,1
102,1,私立,一般大學,元智大學,藝術與設計學系,學士班(日間),德意志聯邦共和國,奧古斯堡科技大學,Augsburg University of Science and Technology,1,0,1
102,1,私立,一般大學,元智大學,應用外語學系,學士班(日間),日本,教養國際大學,Akita Internatinoal University,3,0,3
102,1,私立,一般大學,元智大學,應用外語學系,學士班(日間),西班牙王國,西班牙馬德里卡洛斯三世大學,University of Carlos III Madriad,1,0,1
102,1,私立,一般大學,元智大學,社會暨政策科學學系,學士班(日間),大陸地區,東北林業大學,Northeast Forestry University,1,0,1
102,1,私立,一般大學,元智大學,社會暨政策科學學系,學士班(日間),大陸地區,哈爾濱工程大學,Harbin Engineering University,1,0,1
102,1,私立,一般大學,元智大學,社會暨政策科學學系,學士班(日間),大陸地區,蘇州大學,Soochow University,1,0,1
102,1,私立,一般大學,元智大學,社會暨政策科學學系,學士班(日間),香港,香港城市大學,City University of Hong Kong,2,2,0
102,1,私立,一般大學,元智大學,資訊傳播學系,學士班(日間),大陸地區,廈門理工大學,Xiamen University of Technology,17,3,14
102,1,私立,一般大學,元智大學,管理學院不分系,學士班(日間),大陸地區,吉林大學,Jilin University,2,1,1
102,1,私立,一般大學,元智大學,管理學院不分系,學士班(日間),大陸地區,東北林業大學,Northeast Forestry University,1,0,1
102,1,私立,一般大學,元智大學,管理學院不分系,學士班(日間),大陸地區,南京大學,Nan Jing University,3,3,0
102,1,私立,一般大學,元智大學,管理學院不分系,學士班(日間),大陸地區,哈爾濱工程大學,Harbin Engineering University,2,1,1
102,1,私立,一般大學,元智大學,管理學院不分系,學士班(日間),日本,大阪女學院大學,Osaka Jogakuin College,21,0,21
102,1,私立,一般大學,元智大學,管理學院不分系,學士班(日間),比利時王國,烈日大學,Liege University,1,0,1
102,1,私立,一般大學,元智大學,管理學院不分系,學士班(日間),匈牙利共和國,布達佩斯考文紐斯大學,Corvinus University of Budapest,1,0,1
102,1,私立,一般大學,元智大學,管理學院不分系,學士班(日間),西班牙王國,西班牙馬德里卡洛斯三世大學,University of Carlos III Madriad,4,0,4
102,1,私立,一般大學,元智大學,管理學院不分系,學士班(日間),法國,里爾天主教大學管理學院,"IESEG School of Management, Lille Catholic University",3,1,2
102,1,私立,一般大學,元智大學,管理學院不分系,學士班(日間),法國,法國里昂天主教大學管理學院,"ESDES School of Management, University Catholique de lyon",3,0,3
102,1,私立,一般大學,元智大學,管理學院不分系,學士班(日間),法國,法國昂傑高等商學院,"ESSCA, Ecole Superieure des Sciences Commerciales d'Angers",2,0,2
102,1,私立,一般大學,元智大學,管理學院不分系,學士班(日間),美國,奧克拉荷馬大學,University of Oklahoma,3,1,2
102,1,私立,一般大學,元智大學,管理學院不分系,學士班(日間),香港,香港城市大學,City University of Hong Kong,5,2,3
102,1,私立,一般大學,元智大學,管理學院不分系,學士班(日間),荷蘭王國,葛洛寧恩大學,University of Groningen,1,0,1
102,1,私立,一般大學,元智大學,管理學院不分系,學士班(日間),德意志聯邦共和國,奧古斯堡科技大學,Augsburg University of Science and Technology,2,1,1
102,1,私立,一般大學,元智大學,通訊工程學系,學士班(日間),大陸地區,吉林大學,Jilin University,1,1,0
102,1,私立,一般大學,元智大學,通訊工程學系,學士班(日間),大陸地區,東北林業大學,Northeast Forestry University,1,1,0
102,1,私立,一般大學,元智大學,通訊工程學系,學士班(日間),大陸地區,哈爾濱工業大學,HARBIN INSTITUTE OF TECHNOLOGY,1,0,1
102,1,私立,一般大學,元智大學,通訊工程學系,學士班(日間),大陸地區,蘇州大學,Soochow University,1,1,0
102,1,私立,一般大學,元智大學,資訊工程學系,學士班(日間),大陸地區,吉林大學,Jilin University,1,0,1
102,1,私立,一般大學,元智大學,資訊工程學系,學士班(日間),大陸地區,哈爾濱工程大學,Harbin Engineering University,1,0,1
102,1,私立,一般大學,元智大學,資訊工程學系,學士班(日間),日本,京都大學,Kyoto Univeristy,23,13,10
102,1,私立,一般大學,元智大學,電機工程學系,學士班(日間),大陸地區,吉林大學,Jilin University,1,1,0
102,1,私立,一般大學,元智大學,電機工程學系,學士班(日間),大陸地區,同濟大學,Tongji University,2,2,0
102,1,私立,一般大學,元智大學,電機工程學系,學士班(日間),芬蘭共和國,赫爾辛基應用科技大學,Helsinki Metropolia University of Applied Sciences,1,1,0
102,1,私立,一般大學,元智大學,資訊工程學系,碩士班(日間),日本,京都大學,Kyoto Univeristy,3,3,0
102,1,私立,一般大學,元智大學,機械工程學系,學士班(日間),德意志聯邦共和國,奧古斯堡科技大學,Augsburg University of Science and Technology,1,1,0
102,1,私立,一般大學,元智大學,化學工程與材料科學學系,學士班(日間),馬來西亞,英國諾丁漢大學吉隆坡分校,The University of Nottingham,4,1,3
102,1,私立,一般大學,元智大學,化學工程與材料科學學系,學士班(日間),馬來西亞,馬來西亞大學,University of Malaysia,4,1,3
102,1,私立,一般大學,元智大學,化學工程與材料科學學系,碩士班(日間),馬來西亞,英國諾丁漢大學吉隆坡分校,The University of Nottingham,8,8,0
102,1,私立,一般大學,元智大學,化學工程與材料科學學系,碩士班(日間),馬來西亞,馬來西亞大學,University of Malaysia,8,8,0
102,1,私立,一般大學,元智大學,化學工程與材料科學學系,博士班,馬來西亞,英國諾丁漢大學吉隆坡分校,The University of Nottingham,3,2,1
102,1,私立,一般大學,元智大學,化學工程與材料科學學系,博士班,馬來西亞,馬來西亞大學,University of Malaysia,3,2,1
102,1,私立,一般大學,元智大學,工業工程與管理學系,學士班(日間),大陸地區,吉林大學,Jilin University,1,0,1
102,1,私立,一般大學,元智大學,工業工程與管理學系,學士班(日間),大陸地區,哈爾濱工業大學,HARBIN INSTITUTE OF TECHNOLOGY,1,1,0
102,1,私立,一般大學,元智大學,工業工程與管理學系,學士班(日間),大陸地區,蘇州大學,Soochow University,2,0,2
102,1,私立,一般大學,中華大學,外國語文學系,學士班(日間),大陸地區,同濟大學,Tongji University,1,0,1
102,1,私立,一般大學,中華大學,應用日語學系,學士班(日間),日本,日本山陽學園大學,Sanyo Gakuen University,1,0,1
102,1,私立,一般大學,中華大學,應用日語學系,學士班(日間),日本,日本國立宮城教育大學,"Miyagi University of Education, Japan",2,0,2
102,1,私立,一般大學,中華大學,財務管理學系,學士班(日間),大陸地區,同濟大學,Tongji University,1,0,1
102,1,私立,一般大學,中華大學,機械工程學系,學士班(日間),大陸地區,蘇州大學,Soochow University,3,2,1
102,1,私立,一般大學,中華大學,機械工程學系,碩士班(日間),捷克共和國,捷克工業大學,Czech Technical University in Prague,1,1,0
102,1,私立,一般大學,中華大學,土木工程學系,學士班(日間),大陸地區,同濟大學,Tongji University,1,1,0
102,1,私立,一般大學,中華大學,建築與都市計畫學系,學士班(日間),大陸地區,同濟大學,Tongji University,1,0,1
102,1,私立,一般大學,中華大學,建築與都市計畫學系,學士班(日間),日本,日本北九州大學,Kitakyushu University in Japan,5,0,5
102,1,私立,一般大學,中華大學,觀光與會展學系,學士班(日間),瑞士聯邦,瑞士HTMi 飯店管理大學,Hotel & Tourism Management Institute Switzerland,1,0,1
102,1,私立,一般大學,大葉大學,企業管理學系,碩士班(日間),大韓民國(南韓),首爾京畿大學,Seoul Institute Kyonggi University,2,0,2
102,1,私立,一般大學,大葉大學,企業管理學系,碩士班(日間),越南社會主義共和國,河內國家大學,Vietnam National University,1,1,0
102,1,私立,一般大學,大葉大學,國際企業管理學系,碩士班(日間),大韓民國(南韓),首爾京畿大學,Seoul Institute Kyonggi University,1,0,1
102,1,私立,一般大學,大葉大學,國際企業管理學系,碩士班(日間),美國,加州大學富爾頓分校,"California State University, Fullerton",1,1,0
102,1,私立,一般大學,大葉大學,管理學院(不分系),碩士在職專班,大韓民國(南韓),首爾京畿大學,Seoul Institute Kyonggi University,8,3,5
102,1,私立,一般大學,大葉大學,管理學院(不分系),碩士在職專班,馬來西亞,馬來亞大學,Universiti Malaya,39,6,33
102,1,私立,一般大學,大葉大學,管理學院(不分系),碩士在職專班,越南社會主義共和國,河內國家大學,Vietnam National University,36,8,28
102,1,私立,一般大學,大葉大學,運動事業管理學系,碩士班(日間),大韓民國(南韓),首爾京畿大學,Seoul Institute Kyonggi University,1,0,1
102,1,私立,一般大學,大葉大學,運動事業管理學系,碩士班(日間),馬來西亞,馬來亞大學,Universiti Malaya,1,1,0
102,1,私立,一般大學,大葉大學,運動事業管理學系,碩士班(日間),越南社會主義共和國,河內國家大學,Vietnam National University,1,0,1
102,1,私立,一般大學,大葉大學,休閒事業管理學系,碩士班(日間),馬來西亞,馬來亞大學,Universiti Malaya,2,2,0
102,1,私立,一般大學,大葉大學,運動事業管理學系,碩士在職專班,馬來西亞,馬來亞大學,Universiti Malaya,6,1,5
102,1,私立,一般大學,大葉大學,休閒事業管理學系,碩士在職專班,大韓民國(南韓),首爾京畿大學,Seoul Institute Kyonggi University,13,0,13
102,1,私立,一般大學,大葉大學,休閒事業管理學系,碩士在職專班,馬來西亞,馬來亞大學,Universiti Malaya,11,1,10
102,1,私立,一般大學,大葉大學,休閒事業管理學系,碩士在職專班,越南社會主義共和國,河內國家大學,Vietnam National University,1,0,1
102,1,私立,一般大學,華梵大學,外國語文學系,碩士班(日間),美國,普渡大學,Purdue University,1,0,1
102,1,私立,一般大學,華梵大學,哲學系,碩士班(日間),大韓民國(南韓),金剛大學,Geumgang University,1,0,1
102,1,私立,一般大學,華梵大學,工業設計學系,學士班(日間),日本,札幌市立大學,Sapporo City University,7,5,2
102,1,私立,一般大學,華梵大學,工業設計學系,學士班(日間),日本,近畿大學,Kyungil University,1,0,1
102,1,私立,一般大學,華梵大學,工業設計學系,學士班(日間),英國,謝菲爾德藝術學院,Sheffield Hallam University,17,4,13
102,1,私立,一般大學,華梵大學,機電工程學系,學士班(日間),大陸地區,北京科技大學,University of Science and Technology Beijing,1,1,0
102,1,私立,一般大學,義守大學,應用日語學系,學士班(日間),日本,愛媛大學,Ehime University,1,0,1
102,1,私立,一般大學,義守大學,應用日語學系,學士班(日間),日本,新潟大學,Niigata University,3,0,3
102,1,私立,一般大學,義守大學,應用英語學系,學士班(日間),日本,德島文理大學,Tokushima Bunri University,2,1,1
102,1,私立,一般大學,義守大學,應用英語學系,學士班(日間),法國,,ISCID-CO,1,0,1
102,1,私立,一般大學,義守大學,應用日語學系,學士班(進修),日本,愛媛大學,Ehime University,1,0,1
102,1,私立,一般大學,義守大學,公共政策與管理學系,學士班(日間),大陸地區,重慶郵電大學,Chongqing University of Posts and Telecommunications,1,1,0
102,1,私立,一般大學,義守大學,企業管理學系,學士班(日間),大陸地區,重慶郵電大學,Chongqing University of Posts and Telecommunications,2,1,1
102,1,私立,一般大學,義守大學,企業管理學系,學士班(日間),大陸地區,廣州大學,Guangzhou University,1,1,0
102,1,私立,一般大學,義守大學,企業管理學系,學士班(日間),法國,,ISCID-CO,2,0,2
102,1,私立,一般大學,義守大學,國際企業經營學系,學士班(日間),美國,南伊利諾大學,Southern Illinois University Carbondale,1,0,1
102,1,私立,一般大學,義守大學,國際企業經營學系,學士班(日間),美國,南伊利諾大學,"Southern Illinois University, Carbondale",1,0,1
102,1,私立,一般大學,義守大學,國際商務學系,學士班(日間),大陸地區,重慶郵電大學,Chongqing University of Posts and Telecommunications,2,0,2
102,1,私立,一般大學,義守大學,國際商務學系,學士班(日間),大陸地區,廣州大學,Guangzhou University,3,0,3
102,1,私立,一般大學,義守大學,財務金融學系,學士班(日間),大陸地區,重慶郵電大學,Chongqing University of Posts and Telecommunications,4,0,4
102,1,私立,一般大學,義守大學,國際財務金融學系,學士班(日間),美國,南伊利諾大學,Southern Illinois University Carbondale,1,0,1
102,1,私立,一般大學,義守大學,醫務管理學系,學士班(日間),大陸地區,廣州大學,Guangzhou University,1,0,1
102,1,私立,一般大學,義守大學,生物科技學系,學士班(日間),大陸地區,廣州大學,Guangzhou University,1,0,1
102,1,私立,一般大學,義守大學,應用數學系,學士班(日間),美國,凱斯西儲大學,Case Western Reserve University,1,1,0
102,1,私立,一般大學,義守大學,資訊管理學系,學士班(日間),大陸地區,重慶郵電大學,Chongqing University of Posts and Telecommunications,1,1,0
102,1,私立,一般大學,義守大學,資訊工程學系,學士班(日間),大陸地區,重慶郵電大學,Chongqing University of Posts and Telecommunications,1,1,0
102,1,私立,一般大學,義守大學,電機工程學系,學士班(日間),大陸地區,廣州大學,Guangzhou University,1,1,0
102,1,私立,一般大學,義守大學,機械與自動化工程學系,學士班(日間),大陸地區,重慶郵電大學,Chongqing University of Posts and Telecommunications,1,0,1
102,1,私立,一般大學,義守大學,土木與生態工程學系,學士班(日間),大陸地區,廈門大學,Xiamen University,1,1,0
102,1,私立,一般大學,義守大學,土木與生態工程學系,學士班(日間),澳大利亞,格里菲斯大學,Griffith University,1,0,1
102,1,私立,一般大學,義守大學,化學工程學系,學士班(日間),大陸地區,廣州大學,Guangzhou University,2,2,0
102,1,私立,一般大學,義守大學,生物醫學工程學系,學士班(日間),大陸地區,重慶郵電大學,Chongqing University of Posts and Telecommunications,1,1,0
102,1,私立,一般大學,義守大學,物理治療學系,學士班(日間),大陸地區,廣州大學,Guangzhou University,1,0,1
102,1,私立,一般大學,義守大學,職能治療學系,學士班(日間),大陸地區,重慶郵電大學,Chongqing University of Posts and Telecommunications,1,0,1
102,1,私立,一般大學,義守大學,營養學系,學士班(日間),大陸地區,重慶郵電大學,Chongqing University of Posts and Telecommunications,3,0,3
102,1,私立,一般大學,義守大學,營養學系,學士班(日間),大陸地區,廣州大學,Guangzhou University,1,0,1
102,1,私立,一般大學,義守大學,護理學系,學士班(日間),大陸地區,重慶郵電大學,Chongqing University of Posts and Telecommunications,1,0,1
102,1,私立,一般大學,義守大學,護理學系,學士班(日間),大陸地區,廣州大學,Guangzhou University,6,0,6
102,1,私立,一般大學,義守大學,醫學影像暨放射科學系,學士班(日間),大陸地區,廣州大學,Guangzhou University,4,1,3
102,1,私立,一般大學,義守大學,餐旅管理學系,學士班(日間),大陸地區,重慶郵電大學,Chongqing University of Posts and Telecommunications,2,0,2
102,1,私立,一般大學,義守大學,餐旅管理學系,學士班(進修),大韓民國(南韓),翰林大學,Hallym University,1,0,1
102,1,私立,一般大學,義守大學,國際觀光餐旅學系,學士班(日間),泰王國(泰國),,Eastern Asia University,1,0,1
102,1,私立,一般大學,義守大學,國際觀光餐旅學系,學士班(日間),澳大利亞,格里菲斯大學,Griffith University,1,0,1
102,1,私立,一般大學,世新大學,日本語文學系,學士班(日間),日本,目白大學,Mejiro University,1,0,1
102,1,私立,一般大學,世新大學,日本語文學系,學士班(日間),日本,國學院大學,Kokugakuin University,2,2,0
102,1,私立,一般大學,世新大學,英語學系,學士班(日間),美國,朱尼亞塔大學,Juniata College,2,0,2
102,1,私立,一般大學,世新大學,英語學系,學士班(日間),美國,威斯康辛大學雷河分校,University of Wisconsin-River Falls,1,0,1
102,1,私立,一般大學,世新大學,新聞學系,學士班(日間),大韓民國(南韓),成均館大學,Sungkyunkwan University,1,0,1
102,1,私立,一般大學,世新大學,新聞學系,學士班(日間),大韓民國(南韓),聖公會大學,Sungkonghoe University,1,0,1
102,1,私立,一般大學,世新大學,廣播電視電影學系,學士班(日間),日本,目白大學,Mejiro University,1,0,1
102,1,私立,一般大學,世新大學,廣播電視電影學系,學士班(日間),日本,國學院大學,Kokugakuin University,1,0,1
102,1,私立,一般大學,世新大學,廣播電視電影學系,學士班(日間),美國,塞吉納谷州立大學,Saginaw Valley State University,2,0,2
102,1,私立,一般大學,世新大學,廣播電視電影學系,學士班(日間),英國,英國藝術大學,Arts University at Bournemouth,2,1,1
102,1,私立,一般大學,世新大學,傳播管理學系,學士班(日間),大韓民國(南韓),聖公會大學,Sungkonghoe University,1,0,1
102,1,私立,一般大學,銘傳大學,華語文教學學系,學士班(日間),大韓民國(南韓),安養大學校,Anyang University,6,0,6
102,1,私立,一般大學,銘傳大學,應用中國文學系,學士班(日間),大陸地區,中山大學,SUN YAT-SEN UNIVERSITY,1,0,1
102,1,私立,一般大學,銘傳大學,應用日語學系,學士班(日間),日本,山形大學,Yamagata University,3,0,3
102,1,私立,一般大學,銘傳大學,應用日語學系,學士班(日間),日本,白鷗大學,Hakuoh University,3,0,3
102,1,私立,一般大學,銘傳大學,應用日語學系,學士班(日間),日本,同志社大學,Doshisha University,3,1,2
102,1,私立,一般大學,銘傳大學,應用日語學系,學士班(日間),日本,明海大學,MeiKai University,5,2,3
102,1,私立,一般大學,銘傳大學,應用日語學系,學士班(日間),日本,苫小牧駒澤大學,Tomakomai Komazawa University,2,0,2
102,1,私立,一般大學,銘傳大學,應用日語學系,學士班(日間),日本,產業能率大學,SANNO University,3,0,3
102,1,私立,一般大學,銘傳大學,應用日語學系,學士班(日間),日本,鳥取大學,Tottori University,2,1,1
102,1,私立,一般大學,銘傳大學,應用英語學系,學士班(日間),大陸地區,武漢大學,Wuhan University,1,0,1
102,1,私立,一般大學,銘傳大學,應用英語學系,學士班(日間),大陸地區,南京大學,Nanjing University,1,0,1
102,1,私立,一般大學,銘傳大學,應用英語學系,學士班(日間),芬蘭共和國,中博騰科技大學,Central Ostrobothnia University of Applied Sciences,1,0,1
102,1,私立,一般大學,銘傳大學,應用英語學系,學士班(日間),美國,北俄亥俄大學,Ohio Northern University,1,1,0
102,1,私立,一般大學,銘傳大學,應用英語學系,學士班(日間),德意志聯邦共和國,班貝格大學,University of Bamberg,1,0,1
102,1,私立,一般大學,銘傳大學,應用日語學系,碩士班(日間),日本,山形大學,Yamagata University,1,1,0
102,1,私立,一般大學,銘傳大學,應用日語學系,碩士班(日間),日本,名古屋外國語大學,Nagoya University of Foreign Studies,1,1,0
102,1,私立,一般大學,銘傳大學,商品設計學系,學士班(日間),德意志聯邦共和國,杜塞爾多夫應用科學大學,University of Applied Sciences Duesseldorf,2,1,1
102,1,私立,一般大學,銘傳大學,商品設計學系,碩士班(日間),日本,千葉大學,Chiba University,1,1,0
102,1,私立,一般大學,銘傳大學,公共事務學系,學士班(日間),大韓民國(南韓),東亞大學校,Dong-A University,1,0,1
102,1,私立,一般大學,銘傳大學,公共事務學系,學士班(日間),瑞典王國,克里斯蒂安斯塔德大學,Kristianstad University,1,0,1
102,1,私立,一般大學,銘傳大學,傳播學院(不分系),學士班(日間),大陸地區,廈門大學,Xiamen University,1,0,1
102,1,私立,一般大學,銘傳大學,傳播學院(不分系),學士班(日間),大韓民國(南韓),水原大學校,The University of Suwon,1,0,1
102,1,私立,一般大學,銘傳大學,會計學系,學士班(日間),大陸地區,武漢大學,Wuhan University,1,1,0
102,1,私立,一般大學,銘傳大學,會計學系,學士班(日間),大陸地區,南京大學,Nanjing University,2,0,2
102,1,私立,一般大學,銘傳大學,會計學系,學士班(日間),大陸地區,華東師範大學,East China Normal University,1,1,0
102,1,私立,一般大學,銘傳大學,企業管理學系,學士班(日間),大陸地區,武漢大學,Wuhan University,1,0,1
102,1,私立,一般大學,銘傳大學,企業管理學系,學士班(日間),大陸地區,蘭州大學,Lanzhou University,3,3,0
102,1,私立,一般大學,銘傳大學,國際企業與貿易學士學位學程,學士班(日間),法國,巴黎商業學院,Institut Superieur Du Commerce Paris,1,0,1
102,1,私立,一般大學,銘傳大學,國際企業與貿易學士學位學程,學士班(日間),法國,斯特拉斯堡大學,University of Strasbourg,1,0,1
102,1,私立,一般大學,銘傳大學,國際企業學系,學士班(日間),美國,西維吉尼亞大學,West Virginia University,1,0,1
102,1,私立,一般大學,銘傳大學,財務金融學系,學士班(日間),大陸地區,上海大學,Shanghai University,1,1,0
102,1,私立,一般大學,銘傳大學,財務金融學系,學士班(日間),大陸地區,中山大學,SUN YAT-SEN UNIVERSITY,2,0,2
102,1,私立,一般大學,銘傳大學,財務金融學系,學士班(日間),大陸地區,武漢大學,Wuhan University,1,1,0
102,1,私立,一般大學,銘傳大學,財務金融學系,學士班(日間),大陸地區,重慶大學,Chongqing University,1,0,1
102,1,私立,一般大學,銘傳大學,財務金融學系,學士班(日間),大陸地區,湖南大學,Hunan University,2,0,2
