學年度,學期,學校,,,系所名稱,學制,對方學校（機構）國別(地區),對方學校(機構)名稱,,本國學生出國進修、交流人數,,
,,設立別,類別,名稱,,,,中文名稱,英文名稱,小計,男,女
102,1,私立,一般大學,逢甲大學,國際企業管理學士學位學程(英語專班),學士班(日間),USA,聖地亞哥州立大學,SAN DIEGO STATE UNIVERSITY,7,3,4
102,1,私立,一般大學,逢甲大學,國際企業管理學士學位學程(英語專班),學士班(日間),GBR,西敏寺大學,UNIVERSITY OF WESTMINSTER,1,0,1
102,1,私立,一般大學,逢甲大學,國際企業管理學士學位學程(英語專班),學士班(日間),GBR,曼徹斯特大學,UNIVERSITY OF MANCHESTER,1,0,1
102,1,私立,一般大學,逢甲大學,國際企業管理學士學位學程(英語專班),學士班(日間),SGP,新加坡管理發展學院,MANAGEMENT DEVELOPMENT INSTITUTE OF SINGAPORE,1,1,0
102,1,私立,一般大學,逢甲大學,國際企業管理學士學位學程(英語專班),學士班(日間),DEU,紐倫堡技術應用大學,NUREMBERG INSTITUTE OF TECHNOLOGY,1,1,0
102,1,私立,一般大學,逢甲大學,國際經營管理碩士學位學程,碩士班(日間),CHN,上海財經大學,SHANGHAI UNIVERSITY OF FINANCE AND ECONOMICS,1,0,1
102,1,私立,一般大學,逢甲大學,國際經營管理碩士學位學程,碩士班(日間),CHN,復旦大學,FUDAN UNIVERSITY,2,0,2
102,1,私立,一般大學,逢甲大學,企業管理學系,碩士班(日間),CHN,吉林大學,JILIN UNIVERSITY,1,1,0
102,1,私立,一般大學,逢甲大學,經營管理碩士在職專班,碩士在職專班,CHN,四川大學,SICHUAN UNIVERSITY,26,18,8
102,1,私立,一般大學,逢甲大學,經營管理碩士在職專班,碩士在職專班,CHN,東華大學,DONGHUA UNIVERSITY,37,23,14
102,1,私立,一般大學,逢甲大學,經營管理碩士在職專班,碩士在職專班,CHN,湖北大學,HUBEI UNIVERSITY,42,19,23
102,1,私立,一般大學,逢甲大學,經營管理碩士在職專班,碩士在職專班,JPN,株式?社中川政七商店,"NAKAGAWA MASASHICHI SHOTEN CO., LTD",24,10,14
102,1,私立,一般大學,逢甲大學,國際貿易學系,學士班(日間),CHN,吉林大學,JILIN UNIVERSITY,6,2,4
102,1,私立,一般大學,逢甲大學,財務金融學系,碩士班(日間),CHN,吉林大學,JILIN UNIVERSITY,2,0,2
102,1,私立,一般大學,逢甲大學,風險管理與保險學系,學士班(日間),CHN,中國人民大學,RENMIN UNIVERSITY OF CHINA,1,0,1
102,1,私立,一般大學,逢甲大學,風險管理與保險學系,學士班(日間),CHN,復旦大學,FUDAN UNIVERSITY,2,0,2
102,1,私立,一般大學,逢甲大學,財稅學系,學士班(日間),CHN,吉林大學,JILIN UNIVERSITY,1,0,1
102,1,私立,一般大學,逢甲大學,行銷學系,學士班(日間),CHN,同濟大學,TONGJI UNIVERSITY,8,1,7
102,1,私立,一般大學,逢甲大學,行銷學系,學士班(日間),CHN,復旦大學,FUDAN UNIVERSITY,4,0,4
102,1,私立,一般大學,逢甲大學,科技管理研究所,碩士班(日間),USA,華盛頓州立大學,WASHINGTON STATE UNIVERSITY,13,9,4
102,1,私立,一般大學,逢甲大學,自動控制工程學系,學士班(日間),CHN,吉林大學,JILIN UNIVERSITY,3,3,0
102,1,私立,一般大學,逢甲大學,自動控制工程學系,學士班(日間),CHN,同濟大學,TONGJI UNIVERSITY,1,0,1
102,1,私立,一般大學,逢甲大學,通訊工程學系,學士班(日間),CHN,吉林大學,JILIN UNIVERSITY,1,1,0
102,1,私立,一般大學,逢甲大學,資訊工程學系,學士班(日間),CHN,吉林大學,JILIN UNIVERSITY,1,1,0
102,1,私立,一般大學,逢甲大學,電子工程學系,學士班(日間),CHN,復旦大學,FUDAN UNIVERSITY,1,0,1
102,1,私立,一般大學,逢甲大學,電機工程學系,學士班(日間),CHN,吉林大學,JILIN UNIVERSITY,1,1,0
102,1,私立,一般大學,逢甲大學,航太與系統工程學系,學士班(日間),CHN,吉林大學,JILIN UNIVERSITY,2,2,0
102,1,私立,一般大學,逢甲大學,土木工程學系,碩士班(日間),CHN,同濟大學,TONGJI UNIVERSITY,1,0,1
102,1,私立,一般大學,逢甲大學,材料科學與工程學系,學士班(日間),CHN,吉林大學,JILIN UNIVERSITY,2,2,0
102,1,私立,一般大學,逢甲大學,工業工程與系統管理學系,碩士班(日間),CHN,吉林大學,JILIN UNIVERSITY,1,0,1
102,1,私立,一般大學,逢甲大學,纖維與複合材料學系,學士班(日間),CHN,復旦大學,FUDAN UNIVERSITY,1,1,0
102,1,私立,一般大學,逢甲大學,水利工程與資源保育學系,學士班(日間),CHN,同濟大學,TONGJI UNIVERSITY,1,0,1
102,1,私立,一般大學,逢甲大學,建築學系,學士班(日間),CHN,同濟大學,TONGJI UNIVERSITY,7,2,5
102,1,私立,一般大學,逢甲大學,建築學系,碩士班(日間),CHN,同濟大學,TONGJI UNIVERSITY,2,0,2
102,1,私立,一般大學,逢甲大學,土地管理學系,學士班(日間),CHN,吉林大學,JILIN UNIVERSITY,1,0,1
102,1,私立,一般大學,逢甲大學,土地管理學系,學士班(日間),CHN,復旦大學,FUDAN UNIVERSITY,2,0,2
102,1,私立,一般大學,逢甲大學,土地管理學系,學士班(日間),DEU,紐倫堡技術應用大學,NUREMBERG INSTITUTE OF TECHNOLOGY,1,0,1
102,1,私立,一般大學,逢甲大學,都市計畫與空間資訊學系,學士班(日間),CHN,復旦大學,FUDAN UNIVERSITY,1,0,1
102,1,私立,一般大學,靜宜大學,中國文學系,學士班(日間),CHN,南京大學,NANJING UNIVERSITY,1,0,1
102,1,私立,一般大學,靜宜大學,中國文學系,學士班(日間),USA,費律遜大學,FELICIAN COLLEGE,1,0,1
102,1,私立,一般大學,靜宜大學,中國文學系,學士班(日間),DEU,雷根斯堡大學,THE UNIVERSITY OF REGENSBURG,1,0,1
102,1,私立,一般大學,靜宜大學,日本語文學系,學士班(日間),KOR,韓國天主教大學,THE CATHOLIC UNIVERSITY OF KOREA,1,0,1
102,1,私立,一般大學,靜宜大學,日本語文學系,學士班(日間),JPN,山口大學,YAMAGUCHI UNIVERSITY,3,3,0
102,1,私立,一般大學,靜宜大學,日本語文學系,學士班(日間),JPN,日本大學,NIHON UNIVERSITY,1,0,1
102,1,私立,一般大學,靜宜大學,日本語文學系,學士班(日間),JPN,仙台白百合女子大學,SENDAI SHIRAYURI WOMEN'S COLLEGE,1,0,1
102,1,私立,一般大學,靜宜大學,日本語文學系,學士班(日間),JPN,同志社大學,DOSHISHA UNIVERSITY,2,1,1
102,1,私立,一般大學,靜宜大學,日本語文學系,學士班(日間),JPN,新潟大學,NIIGATA UNIVERSITY,1,1,0
102,1,私立,一般大學,靜宜大學,日本語文學系,學士班(日間),JPN,關西大學,KANSAI UNIVERSITY,4,1,3
102,1,私立,一般大學,靜宜大學,日本語文學系,學士班(日間),JPN,櫻美林大學,J.F. OBERLIN UNIVERSITY,1,1,0
102,1,私立,一般大學,靜宜大學,西班牙語文學系,學士班(日間),ESP,瓦拉多利大學,UNIVERSIDAD DE VALLADOLID,9,2,7
102,1,私立,一般大學,靜宜大學,西班牙語文學系,學士班(日間),ESP,雷昂大學,UNIVERSIDAD DE LEON,2,0,2
102,1,私立,一般大學,靜宜大學,西班牙語文學系,學士班(日間),ESP,薩拉曼加大學,UNIVERSIDAD DE SALAMANCA,9,2,7
102,1,私立,一般大學,靜宜大學,西班牙語文學系,學士班(日間),USA,美國聖瑪利森林學院,SAINT MARY-OF-THE-WOODS COLLEGE,1,0,1
102,1,私立,一般大學,靜宜大學,英國語文學系,學士班(日間),CHN,上海財經大學,SHANGHAI UNIVERSITY OF FINANCE & ECONOMICS,2,2,0
102,1,私立,一般大學,靜宜大學,英國語文學系,學士班(日間),KOR,梨花女子大學,EWHA WOMANS UNIVERSITY,1,0,1
102,1,私立,一般大學,靜宜大學,英國語文學系,學士班(日間),FRA,里爾天主教大學,UNIVERSITE CATHOLIQUE DE LILLE,1,0,1
102,1,私立,一般大學,靜宜大學,英國語文學系,學士班(日間),USA,馬里蘭聖母大學,COLLEGE OF NOTRE DAME OF MARYLAND,2,0,2
102,1,私立,一般大學,靜宜大學,英國語文學系,學士班(日間),USA,費律遜大學,FELICIAN COLLEGE,1,0,1
102,1,私立,一般大學,靜宜大學,英國語文學系,學士班(日間),USA,聖瑪利森林學院,SAINT MARY-OF-THE-WOODS COLLEGE,1,0,1
102,1,私立,一般大學,靜宜大學,英國語文學系,學士班(日間),USA,蒙他拿大學,THE UNIVERSITY OF MONTANA,2,0,2
102,1,私立,一般大學,靜宜大學,英國語文學系,學士班(日間),GBR,諾桑比亞大學,THE UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE,2,0,2
102,1,私立,一般大學,靜宜大學,英國語文學系,學士班(日間),NLD,方提斯國際商業學院,FONTYS INTERNATIONAL BUSINESS SCHOOL,1,0,1
102,1,私立,一般大學,靜宜大學,英國語文學系,學士班(日間),CHE,伯恩大學,UNIVERSITY OF BERN,2,0,2
102,1,私立,一般大學,靜宜大學,英國語文學系,學士班(日間),CHE,聖加倫應用科技大學,"FHS ST. GALLEN, UNIVERSITY OF APPLIED SCIENCES",1,0,1
102,1,私立,一般大學,靜宜大學,英國語文學系,學士班(日間),DEU,多特蒙德大學,TU DORTMUND UNIVERSITY,1,0,1
102,1,私立,一般大學,靜宜大學,英國語文學系,學士班(日間),DEU,雷根斯堡大學,THE UNIVERSITY OF REGENSBURG,1,0,1
102,1,私立,一般大學,靜宜大學,英國語文學系,學士班(日間),DEU,德和巴沃大學 (Mannheim),DUALE HOCHSCHULE BADEN-WUERTTEMBERG MANNHEIM,1,0,1
102,1,私立,一般大學,靜宜大學,大眾傳播學系,學士班(日間),CHN,中國傳媒大學,COMMUNICATION UNIVERSITY OF CHINA,1,0,1
102,1,私立,一般大學,靜宜大學,大眾傳播學系,學士班(日間),KOR,梨花女子大學,EWHA WOMANS UNIVERSITY,1,0,1
102,1,私立,一般大學,靜宜大學,企業管理學系,學士班(日間),CHN,西北工業大學,NORTHWESTERN POLYTECHNICAL UNIVERSITY,2,0,2
102,1,私立,一般大學,靜宜大學,企業管理學系,學士班(日間),CHN,廈門大學,XIAMEN UNIVERSITY,1,1,0
102,1,私立,一般大學,靜宜大學,企業管理學系,學士班(日間),USA,費律遜大學,FELICIAN COLLEGE,1,0,1
102,1,私立,一般大學,靜宜大學,國際企業學系,學士班(日間),CHN,南開大學,NANKAI UNIVERSITY,2,1,1
102,1,私立,一般大學,靜宜大學,國際企業學系,學士班(日間),CHN,華南理工大學,SOUTH CHINA UNIVERSITY OF TECHNOLOGY,2,0,2
102,1,私立,一般大學,靜宜大學,國際企業學系,學士班(日間),CHE,聖加倫應用科技大學,"FHS ST. GALLEN, UNIVERSITY OF APPLIED SCIENCES",1,0,1
102,1,私立,一般大學,靜宜大學,國際企業學系,學士班(日間),DEU,卡爾國際大學,KARLSHOCHSCHULE INTERNATIONAL UNIVERSITY,1,0,1
102,1,私立,一般大學,靜宜大學,國際企業學系,學士班(日間),DEU,馬爾堡大學,UNIVERSITY OF MARBURG,1,0,1
102,1,私立,一般大學,靜宜大學,企業管理學系,碩士班(日間),USA,馬里蘭聖母大學,COLLEGE OF NOTRE DAME OF MARYLAND,1,0,1
102,1,私立,一般大學,靜宜大學,財務金融學系,學士班(日間),CHN,廈門大學,XIAMEN UNIVERSITY,1,0,1
102,1,私立,一般大學,靜宜大學,財務金融學系,學士班(日間),USA,費律遜大學,FELICIAN COLLEGE,2,0,2
102,1,私立,一般大學,靜宜大學,財務金融學系,學士班(日間),NLD,方提斯國際商業學院,FONTYS INTERNATIONAL BUSINESS SCHOOL,2,0,2
102,1,私立,一般大學,靜宜大學,財務與計算數學系,學士班(日間),USA,美國猶他大學,UNIVERSITY OF UTAH,1,0,1
102,1,私立,一般大學,靜宜大學,資訊管理學系,學士班(日間),USA,猶他大學,UNIVERSITY OF UTAH,1,0,1
102,1,私立,一般大學,靜宜大學,資訊工程學系,學士班(日間),CHN,中國傳媒大學,COMMUNICATION UNIVERSITY OF CHINA,1,0,1
102,1,私立,一般大學,靜宜大學,資訊工程學系,學士班(日間),CHN,南京大學,NANJING UNIVERSITY,1,0,1
102,1,私立,一般大學,靜宜大學,資訊工程學系,學士班(日間),USA,加州州立大學蒙特瑞灣分校,CALIFORNIA STATE UNIVERSITY MONTEREY BAY,1,1,0
102,1,私立,一般大學,靜宜大學,資訊工程學系,學士班(日間),USA,猶他大學,UNIVERSITY OF UTAH,1,1,0
102,1,私立,一般大學,靜宜大學,觀光事業學系,學士班(日間),NLD,提歐應用科學大學,TIO UNIVERSITY OF APPLIED SCIENCES,3,1,2
102,1,私立,一般大學,靜宜大學,觀光事業學系,碩士班(日間),CAN,勒吉納大學,UNIVERSITY OF REGINA,1,0,1
102,1,私立,一般大學,靜宜大學,化粧品科學系,學士班(日間),JPN,關西大學,KANSAI UNIVERSITY,1,0,1
102,1,私立,一般大學,靜宜大學,化粧品科學系,學士班(日間),NLD,格羅寧根漢斯大學,HANZE UNIVERSITY OF APPLIED SCIENCES GRONINGEN,1,0,1
102,1,私立,一般大學,靜宜大學,化粧品科學系,學士班(日間),AUS,澳洲天主教大學,AUSTRALIAN CATHOLIC UNIVERSITY,1,0,1
102,1,私立,一般大學,長庚大學,工商管理學系,學士班(日間),JPN,立教大學,RIKKYO,1,0,1
102,1,私立,一般大學,長庚大學,工商管理學系,學士班(日間),USA,岡薩加大學,GONZAGA UNIVERSITY,1,1,0
102,1,私立,一般大學,長庚大學,工商管理學系,碩士班(日間),FRA,艾克斯馬賽大學,AIX-MARSEILLE UNIVERSITY,1,0,1
102,1,私立,一般大學,長庚大學,工商管理學系,碩士班(日間),USA,岡薩加大學,GONZAGA UNIVERSITY,1,0,1
102,1,私立,一般大學,長庚大學,資訊管理學系,學士班(日間),FRA,艾克斯馬賽大學,AIX-MARSEILLE UNIVERSITY,1,0,1
102,1,私立,一般大學,長庚大學,電子工程學系,學士班(日間),USA,明尼蘇達大學,UNIVERSITY OF MINNESOTA,1,0,1
102,1,私立,一般大學,長庚大學,光電工程研究所,碩士班(日間),USA,中央佛羅里達大學,CENTRAL FLORIDA UNIVERSITY,1,1,0
102,1,私立,一般大學,長庚大學,電子工程學系,博士班,USA,康乃狄克州立大學,CONNECTICUT UNIVERSITY,1,1,0
102,1,私立,一般大學,長庚大學,中醫學系,學士班(日間),POL,,MEDICAL UNIVERSITY OF LODZ,2,0,2
102,1,私立,一般大學,長庚大學,臨床醫學研究所,博士班,USA,邁阿密退伍軍人事務醫療中心,VETERANS AFFAIRS MEDICAL CENTER OF MIAMI,1,0,1
102,1,私立,一般大學,元智大學,藝術與設計學系,學士班(日間),DEU,奧古斯堡科技大學,AUGSBURG UNIVERSITY OF SCIENCE AND TECHNOLOGY,1,0,1
102,1,私立,一般大學,元智大學,應用外語學系,學士班(日間),JPN,教養國際大學,AKITA INTERNATINOAL UNIVERSITY,3,0,3
102,1,私立,一般大學,元智大學,應用外語學系,學士班(日間),ESP,西班牙馬德里卡洛斯三世大學,UNIVERSITY OF CARLOS III MADRIAD,1,0,1
102,1,私立,一般大學,元智大學,社會暨政策科學學系,學士班(日間),CHN,東北林業大學,NORTHEAST FORESTRY UNIVERSITY,1,0,1
102,1,私立,一般大學,元智大學,社會暨政策科學學系,學士班(日間),CHN,哈爾濱工程大學,HARBIN ENGINEERING UNIVERSITY,1,0,1
102,1,私立,一般大學,元智大學,社會暨政策科學學系,學士班(日間),CHN,蘇州大學,SOOCHOW UNIVERSITY,1,0,1
102,1,私立,一般大學,元智大學,社會暨政策科學學系,學士班(日間),HKG,香港城市大學,CITY UNIVERSITY OF HONG KONG,2,2,0
102,1,私立,一般大學,元智大學,資訊傳播學系,學士班(日間),CHN,廈門理工大學,XIAMEN UNIVERSITY OF TECHNOLOGY,17,3,14
102,1,私立,一般大學,元智大學,管理學院不分系,學士班(日間),CHN,吉林大學,JILIN UNIVERSITY,2,1,1
102,1,私立,一般大學,元智大學,管理學院不分系,學士班(日間),CHN,東北林業大學,NORTHEAST FORESTRY UNIVERSITY,1,0,1
102,1,私立,一般大學,元智大學,管理學院不分系,學士班(日間),CHN,南京大學,NAN JING UNIVERSITY,3,3,0
102,1,私立,一般大學,元智大學,管理學院不分系,學士班(日間),CHN,哈爾濱工程大學,HARBIN ENGINEERING UNIVERSITY,2,1,1
102,1,私立,一般大學,元智大學,管理學院不分系,學士班(日間),JPN,大阪女學院大學,OSAKA JOGAKUIN COLLEGE,21,0,21
102,1,私立,一般大學,元智大學,管理學院不分系,學士班(日間),BEL,烈日大學,LIEGE UNIVERSITY,1,0,1
102,1,私立,一般大學,元智大學,管理學院不分系,學士班(日間),HUN,布達佩斯考文紐斯大學,CORVINUS UNIVERSITY OF BUDAPEST,1,0,1
102,1,私立,一般大學,元智大學,管理學院不分系,學士班(日間),ESP,西班牙馬德里卡洛斯三世大學,UNIVERSITY OF CARLOS III MADRIAD,4,0,4
102,1,私立,一般大學,元智大學,管理學院不分系,學士班(日間),FRA,里爾天主教大學管理學院,"IESEG SCHOOL OF MANAGEMENT, LILLE CATHOLIC UNIVERSITY",3,1,2
102,1,私立,一般大學,元智大學,管理學院不分系,學士班(日間),FRA,法國里昂天主教大學管理學院,"ESDES SCHOOL OF MANAGEMENT, UNIVERSITY CATHOLIQUE DE LYON",3,0,3
102,1,私立,一般大學,元智大學,管理學院不分系,學士班(日間),FRA,法國昂傑高等商學院,"ESSCA, ECOLE SUPERIEURE DES SCIENCES COMMERCIALES D'ANGERS",2,0,2
102,1,私立,一般大學,元智大學,管理學院不分系,學士班(日間),USA,奧克拉荷馬大學,UNIVERSITY OF OKLAHOMA,3,1,2
102,1,私立,一般大學,元智大學,管理學院不分系,學士班(日間),HKG,香港城市大學,CITY UNIVERSITY OF HONG KONG,5,2,3
102,1,私立,一般大學,元智大學,管理學院不分系,學士班(日間),NLD,葛洛寧恩大學,UNIVERSITY OF GRONINGEN,1,0,1
102,1,私立,一般大學,元智大學,管理學院不分系,學士班(日間),DEU,奧古斯堡科技大學,AUGSBURG UNIVERSITY OF SCIENCE AND TECHNOLOGY,2,1,1
102,1,私立,一般大學,元智大學,通訊工程學系,學士班(日間),CHN,吉林大學,JILIN UNIVERSITY,1,1,0
102,1,私立,一般大學,元智大學,通訊工程學系,學士班(日間),CHN,東北林業大學,NORTHEAST FORESTRY UNIVERSITY,1,1,0
102,1,私立,一般大學,元智大學,通訊工程學系,學士班(日間),CHN,哈爾濱工業大學,HARBIN INSTITUTE OF TECHNOLOGY,1,0,1
102,1,私立,一般大學,元智大學,通訊工程學系,學士班(日間),CHN,蘇州大學,SOOCHOW UNIVERSITY,1,1,0
102,1,私立,一般大學,元智大學,資訊工程學系,學士班(日間),CHN,吉林大學,JILIN UNIVERSITY,1,0,1
102,1,私立,一般大學,元智大學,資訊工程學系,學士班(日間),CHN,哈爾濱工程大學,HARBIN ENGINEERING UNIVERSITY,1,0,1
102,1,私立,一般大學,元智大學,資訊工程學系,學士班(日間),JPN,京都大學,KYOTO UNIVERISTY,23,13,10
102,1,私立,一般大學,元智大學,電機工程學系,學士班(日間),CHN,吉林大學,JILIN UNIVERSITY,1,1,0
102,1,私立,一般大學,元智大學,電機工程學系,學士班(日間),CHN,同濟大學,TONGJI UNIVERSITY,2,2,0
102,1,私立,一般大學,元智大學,電機工程學系,學士班(日間),FIN,赫爾辛基應用科技大學,HELSINKI METROPOLIA UNIVERSITY OF APPLIED SCIENCES,1,1,0
102,1,私立,一般大學,元智大學,資訊工程學系,碩士班(日間),JPN,京都大學,KYOTO UNIVERISTY,3,3,0
102,1,私立,一般大學,元智大學,機械工程學系,學士班(日間),DEU,奧古斯堡科技大學,AUGSBURG UNIVERSITY OF SCIENCE AND TECHNOLOGY,1,1,0
102,1,私立,一般大學,元智大學,化學工程與材料科學學系,學士班(日間),MYS,英國諾丁漢大學吉隆坡分校,THE UNIVERSITY OF NOTTINGHAM,4,1,3
102,1,私立,一般大學,元智大學,化學工程與材料科學學系,學士班(日間),MYS,馬來西亞大學,UNIVERSITY OF MALAYSIA,4,1,3
102,1,私立,一般大學,元智大學,化學工程與材料科學學系,碩士班(日間),MYS,英國諾丁漢大學吉隆坡分校,THE UNIVERSITY OF NOTTINGHAM,8,8,0
102,1,私立,一般大學,元智大學,化學工程與材料科學學系,碩士班(日間),MYS,馬來西亞大學,UNIVERSITY OF MALAYSIA,8,8,0
102,1,私立,一般大學,元智大學,化學工程與材料科學學系,博士班,MYS,英國諾丁漢大學吉隆坡分校,THE UNIVERSITY OF NOTTINGHAM,3,2,1
102,1,私立,一般大學,元智大學,化學工程與材料科學學系,博士班,MYS,馬來西亞大學,UNIVERSITY OF MALAYSIA,3,2,1
102,1,私立,一般大學,元智大學,工業工程與管理學系,學士班(日間),CHN,吉林大學,JILIN UNIVERSITY,1,0,1
102,1,私立,一般大學,元智大學,工業工程與管理學系,學士班(日間),CHN,哈爾濱工業大學,HARBIN INSTITUTE OF TECHNOLOGY,1,1,0
102,1,私立,一般大學,元智大學,工業工程與管理學系,學士班(日間),CHN,蘇州大學,SOOCHOW UNIVERSITY,2,0,2
102,1,私立,一般大學,中華大學,外國語文學系,學士班(日間),CHN,同濟大學,TONGJI UNIVERSITY,1,0,1
102,1,私立,一般大學,中華大學,應用日語學系,學士班(日間),JPN,日本山陽學園大學,SANYO GAKUEN UNIVERSITY,1,0,1
102,1,私立,一般大學,中華大學,應用日語學系,學士班(日間),JPN,日本國立宮城教育大學,"MIYAGI UNIVERSITY OF EDUCATION, JAPAN",2,0,2
102,1,私立,一般大學,中華大學,財務管理學系,學士班(日間),CHN,同濟大學,TONGJI UNIVERSITY,1,0,1
102,1,私立,一般大學,中華大學,機械工程學系,學士班(日間),CHN,蘇州大學,SOOCHOW UNIVERSITY,3,2,1
102,1,私立,一般大學,中華大學,機械工程學系,碩士班(日間),CZE,捷克工業大學,CZECH TECHNICAL UNIVERSITY IN PRAGUE,1,1,0
102,1,私立,一般大學,中華大學,土木工程學系,學士班(日間),CHN,同濟大學,TONGJI UNIVERSITY,1,1,0
102,1,私立,一般大學,中華大學,建築與都市計畫學系,學士班(日間),CHN,同濟大學,TONGJI UNIVERSITY,1,0,1
102,1,私立,一般大學,中華大學,建築與都市計畫學系,學士班(日間),JPN,日本北九州大學,KITAKYUSHU UNIVERSITY IN JAPAN,5,0,5
102,1,私立,一般大學,中華大學,觀光與會展學系,學士班(日間),CHE,瑞士HTMi 飯店管理大學,HOTEL & TOURISM MANAGEMENT INSTITUTE SWITZERLAND,1,0,1
102,1,私立,一般大學,大葉大學,企業管理學系,碩士班(日間),KOR,首爾京畿大學,SEOUL INSTITUTE KYONGGI UNIVERSITY,2,0,2
102,1,私立,一般大學,大葉大學,企業管理學系,碩士班(日間),VNM,河內國家大學,VIETNAM NATIONAL UNIVERSITY,1,1,0
102,1,私立,一般大學,大葉大學,國際企業管理學系,碩士班(日間),KOR,首爾京畿大學,SEOUL INSTITUTE KYONGGI UNIVERSITY,1,0,1
102,1,私立,一般大學,大葉大學,國際企業管理學系,碩士班(日間),USA,加州大學富爾頓分校,"CALIFORNIA STATE UNIVERSITY, FULLERTON",1,1,0
102,1,私立,一般大學,大葉大學,管理學院(不分系),碩士在職專班,KOR,首爾京畿大學,SEOUL INSTITUTE KYONGGI UNIVERSITY,8,3,5
102,1,私立,一般大學,大葉大學,管理學院(不分系),碩士在職專班,MYS,馬來亞大學,UNIVERSITI MALAYA,39,6,33
102,1,私立,一般大學,大葉大學,管理學院(不分系),碩士在職專班,VNM,河內國家大學,VIETNAM NATIONAL UNIVERSITY,36,8,28
102,1,私立,一般大學,大葉大學,運動事業管理學系,碩士班(日間),KOR,首爾京畿大學,SEOUL INSTITUTE KYONGGI UNIVERSITY,1,0,1
102,1,私立,一般大學,大葉大學,運動事業管理學系,碩士班(日間),MYS,馬來亞大學,UNIVERSITI MALAYA,1,1,0
102,1,私立,一般大學,大葉大學,運動事業管理學系,碩士班(日間),VNM,河內國家大學,VIETNAM NATIONAL UNIVERSITY,1,0,1
102,1,私立,一般大學,大葉大學,休閒事業管理學系,碩士班(日間),MYS,馬來亞大學,UNIVERSITI MALAYA,2,2,0
102,1,私立,一般大學,大葉大學,運動事業管理學系,碩士在職專班,MYS,馬來亞大學,UNIVERSITI MALAYA,6,1,5
102,1,私立,一般大學,大葉大學,休閒事業管理學系,碩士在職專班,KOR,首爾京畿大學,SEOUL INSTITUTE KYONGGI UNIVERSITY,13,0,13
102,1,私立,一般大學,大葉大學,休閒事業管理學系,碩士在職專班,MYS,馬來亞大學,UNIVERSITI MALAYA,11,1,10
102,1,私立,一般大學,大葉大學,休閒事業管理學系,碩士在職專班,VNM,河內國家大學,VIETNAM NATIONAL UNIVERSITY,1,0,1
102,1,私立,一般大學,華梵大學,外國語文學系,碩士班(日間),USA,普渡大學,PURDUE UNIVERSITY,1,0,1
102,1,私立,一般大學,華梵大學,哲學系,碩士班(日間),KOR,金剛大學,GEUMGANG UNIVERSITY,1,0,1
102,1,私立,一般大學,華梵大學,工業設計學系,學士班(日間),JPN,札幌市立大學,SAPPORO CITY UNIVERSITY,7,5,2
102,1,私立,一般大學,華梵大學,工業設計學系,學士班(日間),JPN,近畿大學,KYUNGIL UNIVERSITY,1,0,1
102,1,私立,一般大學,華梵大學,工業設計學系,學士班(日間),GBR,謝菲爾德藝術學院,SHEFFIELD HALLAM UNIVERSITY,17,4,13
102,1,私立,一般大學,華梵大學,機電工程學系,學士班(日間),CHN,北京科技大學,UNIVERSITY OF SCIENCE AND TECHNOLOGY BEIJING,1,1,0
102,1,私立,一般大學,義守大學,應用日語學系,學士班(日間),JPN,愛媛大學,EHIME UNIVERSITY,1,0,1
102,1,私立,一般大學,義守大學,應用日語學系,學士班(日間),JPN,新潟大學,NIIGATA UNIVERSITY,3,0,3
102,1,私立,一般大學,義守大學,應用英語學系,學士班(日間),JPN,德島文理大學,TOKUSHIMA BUNRI UNIVERSITY,2,1,1
102,1,私立,一般大學,義守大學,應用英語學系,學士班(日間),FRA,,ISCID-CO,1,0,1
102,1,私立,一般大學,義守大學,應用日語學系,學士班(進修),JPN,愛媛大學,EHIME UNIVERSITY,1,0,1
102,1,私立,一般大學,義守大學,公共政策與管理學系,學士班(日間),CHN,重慶郵電大學,CHONGQING UNIVERSITY OF POSTS AND TELECOMMUNICATIONS,1,1,0
102,1,私立,一般大學,義守大學,企業管理學系,學士班(日間),CHN,重慶郵電大學,CHONGQING UNIVERSITY OF POSTS AND TELECOMMUNICATIONS,2,1,1
102,1,私立,一般大學,義守大學,企業管理學系,學士班(日間),CHN,廣州大學,GUANGZHOU UNIVERSITY,1,1,0
102,1,私立,一般大學,義守大學,企業管理學系,學士班(日間),FRA,,ISCID-CO,2,0,2
102,1,私立,一般大學,義守大學,國際企業經營學系,學士班(日間),USA,南伊利諾大學,SOUTHERN ILLINOIS UNIVERSITY CARBONDALE,1,0,1
102,1,私立,一般大學,義守大學,國際企業經營學系,學士班(日間),USA,南伊利諾大學,"SOUTHERN ILLINOIS UNIVERSITY, CARBONDALE",1,0,1
102,1,私立,一般大學,義守大學,國際商務學系,學士班(日間),CHN,重慶郵電大學,CHONGQING UNIVERSITY OF POSTS AND TELECOMMUNICATIONS,2,0,2
102,1,私立,一般大學,義守大學,國際商務學系,學士班(日間),CHN,廣州大學,GUANGZHOU UNIVERSITY,3,0,3
102,1,私立,一般大學,義守大學,財務金融學系,學士班(日間),CHN,重慶郵電大學,CHONGQING UNIVERSITY OF POSTS AND TELECOMMUNICATIONS,4,0,4
102,1,私立,一般大學,義守大學,國際財務金融學系,學士班(日間),USA,南伊利諾大學,SOUTHERN ILLINOIS UNIVERSITY CARBONDALE,1,0,1
